City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
348,Boden,SE,23.0,broken clouds,65.8252,21.6886,Bodensia
349,Laon,FR,42.13,overcast clouds,49.5667,3.6667,Campanile
350,Kahului,US,76.84,clear sky,20.8947,-156.47,Maui Seaside Hotel
351,Aksarka,RU,-8.18,scattered clouds,66.5606,67.7975,No hotel found
352,Mount Pleasant,US,51.01,clear sky,32.7941,-79.8626,Old Village Post House
353,Neuquen,AR,57.09,clear sky,-38.9516,-68.0591,Hotel Argentina 307
354,Xiaoweizhai,CN,30.87,overcast clouds,26.1903,107.5125,No hotel found
355,Fethiye,TR,60.67,light rain,36.6217,29.1164,No hotel found
356,Mahajanga,MG,89.62,few clouds,-15.7167,46.3167,Vahiny Hotel
357,Kholmogory,RU,19.02,overcast clouds,64.2229,41.656,No hotel found
358,Vao,NC,78.87,broken clouds,-22.6667,167.4833,Nataiwatch
359,Pangnirtung,CA,-16.19,clear sky,66.1451,-65.7125,Auyuittuq Lodge
360,Touros,BR,79.56,overcast clouds,-5.1989,-35.4608,Pousada Atlântico
361,Kloulklubed,PW,81.1,overcast clouds,7.0419,134.2556,The Adventures Inn
362,Necochea,AR,58.08,overcast clouds,-38.5473,-58.7368,Cabañas Río Quequén
363,Sechura,PE,65.1,broken clouds,-5.5569,-80.8222,Hospedaje Claritza
364,Bida,NG,88.27,scattered clouds,9.0833,6.0167,No hotel found
365,Kitob,UZ,48.96,overcast clouds,39.0843,66.8332,Shakhrisabz Yulduzi
366,Flinders,AU,65.37,overcast clouds,-34.5833,150.8552,No hotel found
367,Slonim,BY,22.98,overcast clouds,53.0867,25.3219,Щара
368,Santa Cruz,BO,71.06,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
369,Tiarei,PF,77.02,light rain,-17.5333,-149.3333,No hotel found
370,Balatonfured,HU,35.35,overcast clouds,46.9619,17.8719,Hotel Agro
371,Basqal,AZ,32.11,overcast clouds,40.7552,48.391,No hotel found
372,Pitimbu,BR,77.59,broken clouds,-7.4706,-34.8086,Pousada Brisa Mar
373,Los Llanos De Aridane,ES,60.55,clear sky,28.6585,-17.9182,Valle Aridane
374,Borkenes,NO,37.99,overcast clouds,68.774,16.1739,No hotel found
375,Loandjili,CG,84.31,scattered clouds,-4.7561,11.8578,Le Raphia Guest House
376,Oussouye,SN,71.78,broken clouds,12.485,-16.5469,Campement Alulum
377,Sao Miguel Do Araguaia,BR,69.66,overcast clouds,-13.275,-50.1628,Hotel São Miguel
378,Saint-Francois,FR,42.67,overcast clouds,46.4154,3.9054,No hotel found
379,Te Anau,NZ,45.54,scattered clouds,-45.4167,167.7167,Lakeside Motels & Apartments
380,Kuytun,RU,1.6,light snow,54.3419,101.5036,No hotel found
381,Lompoc,US,52.79,overcast clouds,34.6391,-120.4579,Embassy Suites by Hilton Lompoc Central Coast
382,Diego De Almagro,CL,53.06,clear sky,-26.3667,-70.05,Residencial Hambyll
383,Saryg-Sep,RU,-16.44,scattered clouds,51.5,95.6,No hotel found
384,Lagoa,PT,62.6,clear sky,39.05,-27.9833,Casa da Madrinha
385,Brownsville,US,62.55,overcast clouds,25.9018,-97.4975,Cameron Hotel
386,Samarai,PG,83.01,overcast clouds,-10.6167,150.6667,No hotel found
387,Lorengau,PG,81.91,broken clouds,-2.0226,147.2712,Seeadler Bay Hotel
388,Takoradi,GH,82.11,scattered clouds,4.8845,-1.7554,Hillcrest
389,Cururupu,BR,74.25,scattered clouds,-1.8283,-44.8683,No hotel found
390,Chaah,MY,74.46,overcast clouds,2.249,103.048,No hotel found
391,Evensk,RU,15.42,overcast clouds,61.95,159.2333,No hotel found
392,Cochrane,CA,-3.46,broken clouds,51.1834,-114.4687,Rockyview Hotel
393,Sola,VU,82.69,scattered clouds,-13.8833,167.55,No hotel found
394,Okhotsk,RU,-2.58,light snow,59.3833,143.3,No hotel found
395,Ozernovskiy,RU,28.8,light snow,51.5,156.5167,No hotel found
396,Muroto,JP,55.44,scattered clouds,33.2833,134.15,民宿うらしま
397,Manaus,BR,75.7,thunderstorm with heavy rain,-3.1019,-60.025,No hotel found
398,Hithadhoo,MV,81.61,broken clouds,-0.6,73.0833,Pebbles Inn
399,Khatanga,RU,-5.42,light snow,71.9667,102.5,Хатанга
400,Buala,SB,79.66,moderate rain,-8.145,159.5921,No hotel found
401,Krasnoselkup,RU,-3.05,overcast clouds,65.7,82.4667,No hotel found
402,Jamame,SO,87.24,overcast clouds,0.0722,42.7506,No hotel found
403,Anakapalle,IN,87.75,clear sky,17.6833,83.0167,No hotel found
404,Peniche,PT,51.08,clear sky,39.3558,-9.3811,Residencial Maciel
405,College,US,7.59,light snow,64.8569,-147.8028,BEST WESTERN PLUS Pioneer Park Inn
406,Nevelsk,RU,16.14,light snow,46.6733,141.8633,No hotel found
407,Waipawa,NZ,48.58,scattered clouds,-41.4122,175.5153,No hotel found
408,Dali,CN,65.03,clear sky,25.7,100.1833,风花雪月大酒店
409,Cascais,PT,54.52,scattered clouds,38.6979,-9.4215,Cascais Hotel
410,Sampit,ID,82.4,broken clouds,-2.5333,112.95,Hotel Sultan
411,Llangefni,GB,49.73,broken clouds,53.2556,-4.3106,Bull Hotel
412,Mastung,PK,61.39,overcast clouds,29.7994,66.845,No hotel found
413,Barra Do Garcas,BR,70.61,overcast clouds,-15.89,-52.2567,Pousada Portal
414,Kondinskoye,RU,-1.89,scattered clouds,59.6481,67.41,No hotel found
415,Buin,CL,62.74,clear sky,-33.7333,-70.75,No hotel found
416,Fortuna Foothills,US,50.09,clear sky,32.6578,-114.4119,Comfort Inn
417,Pisco,PE,64.02,mist,-13.7,-76.2167,La Portada
418,Paraiso,CR,66.88,overcast clouds,9.8383,-83.8656,Cabinas
419,Manado,ID,83.17,scattered clouds,1.487,124.8455,Swiss Belhotel
420,Naze,JP,58.12,overcast clouds,28.3667,129.4833,ビジネス旅館畠山
421,Bloemhof,ZA,85.98,broken clouds,-27.6469,25.607,Calimyn
422,Qeshm,IR,84.09,clear sky,26.9581,56.2719,هتل آپادانا
423,Erenhot,CN,6.73,clear sky,43.6475,111.9767,Oulen hotel
424,Hamilton,US,27.84,clear sky,39.1834,-84.5333,North Vista Manor
425,Hailar,CN,-6.72,broken clouds,49.2,119.7,呼伦贝尔融府商务酒店
426,Verkhnevilyuysk,RU,-15.54,overcast clouds,63.4453,120.3167,No hotel found
427,Troitskoye,RU,0.64,clear sky,52.9821,84.6757,Березка
428,Dwarka,IN,81.68,clear sky,22.2394,68.9678,The Dwarika Hotel
429,Chalmette,US,49.98,clear sky,29.9427,-89.9634,Holiday Inn Express & Suites Chalmette - New Orleans S
430,Alta Floresta,BR,67.53,overcast clouds,-9.8756,-56.0861,Villas Hotel
431,Ucluelet,CA,33.1,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
432,North Bend,US,44.51,overcast clouds,43.4065,-124.2243,The Mill Casino Hotel
433,San Patricio,US,55.26,few clouds,28.017,-97.5169,No hotel found
434,Bilibino,RU,7.12,overcast clouds,68.0546,166.4372,No hotel found
435,Burgersdorp,ZA,85.01,broken clouds,-30.9977,26.3286,No hotel found
436,Akyab,MM,84.25,few clouds,20.15,92.9,Yuzana Aung Motel 1
437,Kalamb,IN,82.42,overcast clouds,19.05,73.95,No hotel found
438,Cockburn Town,TC,79.61,light rain,21.4612,-71.1419,The Salt Raker Inn
439,Cabedelo,BR,77.67,overcast clouds,-6.9811,-34.8339,No hotel found
440,Masunga,BW,80.74,clear sky,-20.6246,27.4488,No hotel found
441,San Ramon,US,51.26,scattered clouds,37.7799,-121.978,Hotel Sierra San Ramon
442,Kyshtovka,RU,0.55,few clouds,56.555,76.6271,No hotel found
443,Antofagasta,CL,61.88,clear sky,-23.65,-70.4,Hotel Colón
444,Somerset East,ZA,91.78,broken clouds,-32.7217,25.588,No hotel found
445,Tarko-Sale,RU,-6.61,broken clouds,64.9225,77.785,Вынгапур
446,Camacha,PT,63.82,scattered clouds,33.0833,-16.3333,Praia Dourada
447,Sasina,BA,37.38,overcast clouds,44.7987,16.739,No hotel found
448,Margate,GB,47.88,overcast clouds,51.3813,1.3862,The Reading Rooms
449,Nizhniy Kuranakh,RU,-5.31,overcast clouds,58.8353,125.4869,Самородок
450,Lakatoro,VU,82.24,overcast clouds,-16.0999,167.4164,No hotel found
451,Dunedin,NZ,52.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Dunedin City
452,Santa Catalina,PH,85.98,light rain,9.3337,122.8637,No hotel found
453,Zalantun,CN,-0.08,broken clouds,48.0,122.7167,金百灵大酒店
454,Nileshwar,IN,84.15,broken clouds,12.25,75.1,No hotel found
455,Ghanzi,BW,87.49,clear sky,-21.5667,21.7833,Ghanzi farmhouse
456,Tupa,BR,67.01,scattered clouds,-21.9347,-50.5136,Grande Hotel Tamoios
457,Tual,ID,77.38,moderate rain,-5.6667,132.75,Suita
458,Bayonet Point,US,66.15,scattered clouds,28.3267,-82.6834,No hotel found
459,Solnechnyy,RU,-7.78,clear sky,50.7214,136.6319,Заря
460,Kishtwar,IN,65.39,broken clouds,33.3167,75.7667,No hotel found
461,Ocampo,MX,53.82,overcast clouds,21.65,-101.5,No hotel found
462,Svetlyy,RU,33.85,overcast clouds,54.675,20.1347,No hotel found
463,Blackwater,AU,65.34,scattered clouds,-23.5833,148.8833,No hotel found
464,Sao Felix Do Xingu,BR,68.58,scattered clouds,-6.6447,-51.995,Hotel Terraço
465,Tuatapere,NZ,48.47,scattered clouds,-46.1333,167.6833,No hotel found
466,Pereslavl-Zalesskiy,RU,18.88,few clouds,56.7393,38.8563,Западная
467,Pandan,PH,80.65,moderate rain,14.0453,124.1694,No hotel found
468,Dourbali,TD,85.84,overcast clouds,11.8091,15.8632,No hotel found
469,Burgeo,CA,38.34,overcast clouds,47.6167,-57.6152,No hotel found
470,Saint Anthony,US,10.22,clear sky,45.0205,-93.218,Delta Hotels by Marriott
471,Alofi,NU,75.09,broken clouds,-19.0595,-169.9187,No hotel found
472,Abu Dhabi,AE,86.11,clear sky,24.4667,54.3667,Marriott Downtown Abu-Dhabi
473,Marsabit,KE,72.73,light rain,2.3284,37.9899,Chicho Hotel
474,Pucallpa,PE,74.68,overcast clouds,-8.3791,-74.5539,Hospedaje Cristofer
475,Pemangkat,ID,82.13,overcast clouds,1.1667,108.9667,Hotel Kelapa Gading
476,Puerto Colombia,CO,78.89,clear sky,10.9878,-74.9547,Hotel Puerto Colombia
477,Kirakira,SB,80.8,overcast clouds,-10.4544,161.9205,No hotel found
478,Comodoro Rivadavia,AR,53.46,clear sky,-45.8667,-67.5,No hotel found
479,Itarema,BR,78.76,overcast clouds,-2.9248,-39.9167,Pousada Oásis
480,Vrangel,RU,15.98,overcast clouds,42.7297,133.0839,No hotel found
481,Kieta,PG,78.94,light rain,-6.2167,155.6333,No hotel found
482,Tres Picos,MX,75.49,broken clouds,15.8667,-93.5333,Hotel Tres Picos
483,Fairhaven,US,42.19,scattered clouds,41.6376,-70.9036,Fairfield Inn and Suites by Marriott New Bedford
484,Mbandaka,CD,73.85,overcast clouds,0.0487,18.2603,Hôtel Epervier
485,Mahibadhoo,MV,81.41,clear sky,3.7833,72.9667,Coral View Inn
486,Hovd,MN,2.59,clear sky,48.0056,91.6419,Khovd hotel
487,Manuk Mangkaw,PH,82.02,overcast clouds,4.8,119.85,No hotel found
488,Lang Suan,TH,83.79,overcast clouds,9.9456,99.0785,โรงแรมธวัช
489,Winsford,GB,43.25,few clouds,53.1833,-2.5167,The Winsford Lodge
490,Sosnytsya,UA,32.4,overcast clouds,51.5239,32.4999,Убідь
491,Guerrero Negro,MX,57.34,clear sky,27.9769,-114.0611,Plaza sal paraiso
492,Guadalupe Y Calvo,MX,42.96,clear sky,26.1,-106.9667,No hotel found
493,Ponta Do Sol,PT,66.7,scattered clouds,32.6667,-17.1,Estalagem Ponta do Sol
494,Mindelo,CV,72.34,scattered clouds,16.8901,-24.9804,Solar Windelo
495,Mackenzie,CA,-9.18,clear sky,55.2999,-123.1698,No hotel found
496,Taltal,CL,61.07,few clouds,-25.4,-70.4833,Hostería Taltal
497,Udachnyy,RU,-13.56,overcast clouds,66.4167,112.4,Вилюй
498,Vostok,RU,-7.22,overcast clouds,46.4856,135.8833,No hotel found
499,Barra Patuca,HN,77.29,clear sky,15.8,-84.2833,No hotel found
500,Plauen,DE,36.79,light snow,50.5,12.1333,Hotel Alexandra
501,Elizabeth City,US,44.62,clear sky,36.2946,-76.2511,Quality Inn
502,Kavaratti,IN,81.95,few clouds,10.5669,72.642,No hotel found
503,Bhopal,IN,77.23,haze,23.2667,77.4,Hotel Panchwati
504,Jackson,US,41.72,overcast clouds,42.4165,-122.8345,Brookside
505,Rock Sound,BS,78.89,broken clouds,24.9,-76.2,Rock Sound Club
506,Anadyr,RU,32.5,clear sky,64.75,177.4833,Гостевой дом
507,Palampur,IN,65.86,broken clouds,32.1167,76.5333,Hotel Surbhi
508,Ouadda,CF,91.47,overcast clouds,8.0777,22.4007,No hotel found
509,Uvira,CD,73.53,light rain,-3.4067,29.1458,Batiment Kasangala
510,Trairi,BR,79.07,overcast clouds,-3.2778,-39.2689,No hotel found
511,Barmer,IN,82.56,clear sky,25.75,71.3833,No hotel found
512,Candolim,IN,85.62,clear sky,15.5181,73.7626,bluesea Beach Resort
513,Ulaanbaatar,MN,-5.67,clear sky,47.9077,106.8832,Этүгэн
514,Christchurch,NZ,57.9,overcast clouds,-43.5333,172.6333,Ibis Hotel Christchurch
515,Deputatskiy,RU,-14.03,overcast clouds,69.3,139.9,No hotel found
516,Ixtapa,MX,70.23,scattered clouds,20.7,-105.2,No hotel found
517,East Foothills,US,49.96,overcast clouds,37.3811,-121.8175,No hotel found
518,Portobelo,PA,75.11,few clouds,9.55,-79.65,Luna Llena Hostal
519,Xining,CN,27.75,overcast clouds,36.6167,101.7667,Qinghai hotel
520,Sovetskiy,RU,3.2,broken clouds,61.3614,63.5842,Кировская
521,Dicabisagan,PH,79.95,scattered clouds,17.0818,122.4157,No hotel found
522,Pemba,MZ,86.7,broken clouds,-12.974,40.5178,Hotel Rafael
523,Eureka,US,47.19,overcast clouds,40.8021,-124.1637,"Eureka Inn, Trademark Collection by Wyndham"
524,Muros,ES,48.83,clear sky,42.7762,-9.0603,Pensión Ría de Muros
525,Shache,CN,31.21,clear sky,38.4167,77.2406,莎車新盛賓舘
526,Matagami,CA,23.11,light snow,49.7502,-77.6328,Hotel Matagami
527,Khani,GE,47.77,scattered clouds,41.9563,42.9566,No hotel found
528,Coremas,BR,76.23,overcast clouds,-7.0144,-37.9458,Pousada Vitória
529,Acajutla,SV,76.41,overcast clouds,13.5928,-89.8275,Hotel Lara
530,Zhezkazgan,KZ,21.18,mist,47.8043,67.7144,KENGIR
531,Araouane,ML,73.98,overcast clouds,18.9048,-3.5265,No hotel found
532,Maldonado,UY,71.22,overcast clouds,-34.6667,-54.9167,No hotel found
533,Rodrigues Alves,BR,73.13,broken clouds,-7.738,-72.6509,No hotel found
534,Haimen,CN,57.09,overcast clouds,23.1935,116.6142,No hotel found
535,Terney,RU,6.53,overcast clouds,45.0503,136.6092,Терней
536,Domoni,KM,85.19,few clouds,-12.2569,44.5319,Hotel Djadid
537,Kaka,TM,49.12,overcast clouds,37.3482,59.6143,No hotel found
538,Warwick,US,41.45,scattered clouds,41.7001,-71.4162,No hotel found
539,Kuito,AO,73.54,few clouds,-12.3833,16.9333,No hotel found
540,Baykit,RU,-16.28,broken clouds,61.67,96.37,No hotel found
541,Port Hardy,CA,24.98,few clouds,50.6996,-127.4199,No hotel found
542,Bilma,NE,71.89,clear sky,18.6853,12.9164,No hotel found
543,Negrar,IT,47.66,broken clouds,45.5288,10.938,Antica Locanda
544,Constantine,DZ,44.01,clear sky,36.365,6.6147,Hôtel El Hawa Talk
545,Vryburg,ZA,89.98,clear sky,-26.9566,24.7284,International Hotel
546,Huicheng,CN,57.9,broken clouds,23.0385,116.2899,No hotel found
547,Boende,CD,80.91,overcast clouds,-0.2167,20.8667,No hotel found
548,Olafsvik,IS,42.55,overcast clouds,64.8945,-23.7142,North Star Hotel Snæfellsnes
549,Omsukchan,RU,-8.73,overcast clouds,62.5333,155.8,Гостиница Зори
550,Panaba,MX,72.52,clear sky,21.2833,-88.2667,No hotel found
551,Luau,AO,71.62,light rain,-10.7073,22.2247,No hotel found
552,Moen,NO,29.12,mist,69.1304,18.6123,No hotel found
553,Santa Rosa,PH,87.78,overcast clouds,14.3122,121.1114,JARS RESORT
554,Kon Tum,VN,80.53,overcast clouds,14.35,108.0,Bich Hin
555,Chany,RU,-0.65,few clouds,55.3121,76.7647,No hotel found
556,Sinazongwe,ZM,80.94,clear sky,-17.2614,27.4618,Lake View Lodge
557,Guarapari,BR,74.89,moderate rain,-20.6667,-40.4975,Osmar Hotel
558,Changji,CN,9.39,clear sky,44.0167,87.3167,No hotel found
559,Boquete,PA,62.94,moderate rain,8.7833,-82.4333,La Casa de la Abuela
560,Sakaiminato,JP,46.38,broken clouds,35.55,133.2333,かぐら旅館
561,Aswan,EG,74.5,clear sky,24.0934,32.907,Yaseen hotel
562,Santiago Del Estero,AR,66.07,overcast clouds,-27.7951,-64.2615,Nuevo Hotel Brístol
563,Nikko,JP,36.68,overcast clouds,36.75,139.6167,ステーションホテル2番館
564,Zaoyang,CN,39.42,overcast clouds,32.1272,112.7542,No hotel found
565,Hokitika,NZ,54.27,few clouds,-42.7167,170.9667,Beachfront Hotel
566,Mawlaik,MM,87.08,few clouds,23.6333,94.4167,No hotel found
567,Milledgeville,US,42.49,clear sky,33.0801,-83.2321,Milledgeville Hotel
568,Calvinia,ZA,85.82,clear sky,-31.4707,19.776,No hotel found
569,Kaeo,NZ,58.32,broken clouds,-35.1,173.7833,No hotel found
570,Viransehir,TR,61.32,scattered clouds,37.2353,39.7631,Viranşehir Öğretmenevi
571,Pietersburg,ZA,72.45,few clouds,-23.9045,29.4688,Miami Lodges
572,Fayaoue,NC,81.36,light rain,-20.65,166.5333,Hôtel Beaupré
573,Pucara,PE,29.14,clear sky,-15.9803,-71.4606,No hotel found
574,Okato,NZ,59.52,broken clouds,-39.2,173.8833,Stony River Boutique Hotel
575,Bato,PH,80.26,overcast clouds,13.3528,123.3677,No hotel found
576,Biharamulo,TZ,66.27,light rain,-2.6319,31.3089,FURAHIA UMOJA BIHARAMULO
577,Otane,NZ,57.0,scattered clouds,-39.8833,176.6333,No hotel found
578,Wilmington Island,US,52.99,clear sky,32.0036,-80.9737,No hotel found
579,Yuzhne,UA,38.14,overcast clouds,46.6221,31.1013,Еллада
580,Port Moresby,PG,85.42,scattered clouds,-9.4431,147.1797,The Sanctuary Hotel and Spa
581,Nuuk,GL,18.18,broken clouds,64.1835,-51.7216,Nordbo
582,Ola,RU,14.14,light snow,59.5833,151.2833,No hotel found
583,Partsa,RU,22.93,clear sky,54.3653,42.8617,No hotel found
584,Merrill,US,10.89,clear sky,45.1805,-89.6835,No hotel found
585,Antalaha,MG,81.82,clear sky,-14.9003,50.2788,Hôtel Florida
586,Wawa,NG,84.22,clear sky,9.9022,4.4192,No hotel found
587,Manzil Salim,TN,50.86,scattered clouds,35.8567,8.4765,No hotel found
588,Dalvik,IS,42.73,few clouds,65.9702,-18.5286,Hótel Dalvík
589,Pacifica,US,53.19,broken clouds,37.6138,-122.4869,Holiday Inn Express & Suites Pacifica
590,Bantayan,PH,84.07,overcast clouds,11.2,123.7333,Batayan Island Nature Park and Resort
591,Fairbanks,US,7.61,light snow,64.8378,-147.7164,Westmark Fairbanks Hotel
592,Iquitos,PE,75.24,clear sky,-3.7481,-73.2472,Marfil del Amazonas
593,Talcahuano,CL,49.68,clear sky,-36.7167,-73.1167,Club Recreativo Armada de Chile
594,Yulara,AU,90.07,clear sky,-25.2406,130.9889,Outback Pioneer Hotel & Lodge
595,Zhoucheng,CN,31.3,broken clouds,35.9122,116.3117,水浒度假酒店
596,Bay-Khaak,RU,-16.17,few clouds,51.1667,94.5,No hotel found
597,Luanda,AO,84.2,broken clouds,-8.8368,13.2343,Hotel Forum
598,Zhongshu,CN,51.91,scattered clouds,24.5167,103.7667,新天龙酒店
599,Pokrovsk,UA,34.93,overcast clouds,48.282,37.1758,Дружба
600,Oksfjord,NO,37.58,overcast clouds,70.2396,22.3479,No hotel found
601,Show Low,US,45.09,clear sky,34.2542,-110.0298,Holiday Inn Express Showlow
602,Waingapu,ID,81.91,overcast clouds,-9.6567,120.2641,HOTEL SANDLEWOOD
603,Salisbury,GB,39.65,fog,51.0693,-1.7957,The Cathedral Hotel
604,Kattivakkam,IN,87.89,scattered clouds,13.2167,80.3167,No hotel found
605,Vernon,CA,23.36,overcast clouds,50.2581,-119.2691,Okanagan Royal Park Inn
606,Mareeba,AU,77.43,overcast clouds,-17.0,145.4333,The Gateway Hotel
607,Yaan,NG,86.09,scattered clouds,7.3833,8.5667,No hotel found
608,Tabou,CI,81.14,broken clouds,4.423,-7.3528,hôtel le rochet
609,Sept-Iles,CA,36.12,moderate rain,50.2001,-66.3821,Château Arnaud
610,Topola,RS,38.48,overcast clouds,44.2542,20.6825,No hotel found
611,Polovinnoye,RU,9.05,overcast clouds,54.7914,65.9864,No hotel found
612,La Paz,BO,40.98,clear sky,-16.5,-68.15,Alojamiento Tokio
613,Bumbuna,SL,77.5,broken clouds,9.05,-11.7333,No hotel found
614,Tigil,RU,12.36,broken clouds,57.8,158.6667,No hotel found
615,Abalak,RU,3.61,broken clouds,58.1286,68.5944,No hotel found
616,Bukene,TZ,78.31,overcast clouds,-4.2333,32.8833,No hotel found
617,Belyy Yar,RU,-5.91,scattered clouds,53.6039,91.3903,No hotel found
618,Mount Gambier,AU,56.89,clear sky,-37.8333,140.7667,The Old Mount Gambier Gaol
619,Erdenet,MN,-8.34,clear sky,49.0333,104.0833,сэлэнгэ зочид буудал
620,Valparaiso,CL,56.84,broken clouds,-33.0393,-71.6273,Ibis Hotel
621,Ambon,ID,80.74,scattered clouds,-3.6954,128.1814,Hotel Hero
622,Bandarbeyla,SO,81.61,light rain,9.4942,50.8122,No hotel found
623,Le Mars,US,18.36,clear sky,42.7942,-96.1656,Baymont by Wyndham LeMars
624,Nador,MA,59.25,few clouds,35.174,-2.9287,Hotel Lixus
625,Malakal,SS,97.3,scattered clouds,9.5334,31.6605,No hotel found
626,Puerto Escondido,MX,75.04,clear sky,15.85,-97.0667,Hotel Barlovento
627,Nabire,ID,79.12,overcast clouds,-3.3667,135.4833,Hotel Anggrek
628,Adamas,GR,62.22,overcast clouds,36.7333,24.4333,Ξενοδοχείο Αγνάντι
629,Cukai,MY,84.15,broken clouds,4.25,103.4167,Hotel Shafura 2
630,Lerwick,GB,48.2,light rain,60.1545,-1.1494,Grand Hotel
631,Jiutai,CN,10.74,scattered clouds,44.1525,125.8328,No hotel found
632,Pedernales,DO,76.77,clear sky,18.0384,-71.744,Hostal Doña Chava
633,Tadine,NC,79.56,broken clouds,-21.55,167.8833,No hotel found
634,Sarramea,NC,81.7,broken clouds,-21.6421,165.8452,Evasion
635,Umba,RU,28.24,overcast clouds,66.6871,34.3429,Гостиница
636,Beian,NO,39.0,broken clouds,63.6559,9.5683,No hotel found
637,Padang,ID,82.45,light rain,-0.9492,100.3543,losmen Surya
638,Chapais,CA,24.58,light snow,49.7834,-74.8492,No hotel found
639,Mecca,SA,83.7,clear sky,21.4267,39.8261,Rehab Al Marwa Hotel 1
640,Burhanpur,IN,83.14,overcast clouds,21.3,76.2333,Ambika Hotel
641,Tha Chang,TH,84.24,scattered clouds,9.2642,99.1922,K2 hotel wrong location. Hotel is 12km south on the main road
642,Gomel,BY,29.82,broken clouds,52.4345,30.9754,Гомель
643,Omemee,CA,29.93,broken clouds,44.299,-78.5599,No hotel found
644,Palmer,US,36.82,few clouds,42.1584,-72.3287,No hotel found
645,Marsa Matruh,EG,68.2,clear sky,31.3525,27.2453,صقور
646,Lensk,RU,-12.05,overcast clouds,60.7253,114.9278,No hotel found
647,Lavrentiya,RU,20.77,overcast clouds,65.5833,-171.0,Фортуна
648,Broome,US,32.02,broken clouds,42.2506,-75.833,No hotel found
649,Ville-Marie,CA,26.33,overcast clouds,47.3335,-79.433,Hôtel Motel Caroline
650,Semey,KZ,-3.78,mist,50.4111,80.2275,Гостинница Милениум
651,Komsomolskiy,UZ,50.72,broken clouds,40.4272,71.7189,"Hotel ""Ikat House"""
652,Aykhal,RU,-19.19,light snow,66.0,111.5,No hotel found
653,Sigli,ID,83.17,broken clouds,5.3848,95.9609,No hotel found
654,Soltepec,MX,49.84,few clouds,19.1167,-97.7,No hotel found
656,Tenosique,MX,69.15,clear sky,17.4833,-91.4333,Hotel Central
657,Nome,US,21.72,overcast clouds,64.5011,-165.4064,No hotel found
658,Boyuibe,BO,62.31,overcast clouds,-20.4167,-63.2833,No hotel found
659,Penticton,CA,30.09,overcast clouds,49.4806,-119.5858,Fairfield by Marriott Inn & Suites Penticton
660,Santa Fe,AR,70.02,overcast clouds,-31.6333,-60.7,Intersur Hotel
661,Camacupa,AO,77.11,broken clouds,-12.0167,17.4833,No hotel found
662,Manakara,MG,81.59,overcast clouds,-22.1333,48.0167,Hotel H1
663,Pringsewu,ID,84.52,overcast clouds,-5.3582,104.9744,No hotel found
664,Batagay-Alyta,RU,-10.41,light snow,67.8006,130.4114,No hotel found
665,Sorsk,RU,-1.97,few clouds,54.0033,90.2467,No hotel found
666,Khash,IR,67.23,overcast clouds,28.2211,61.2158,No hotel found
667,El Alto,PE,65.3,overcast clouds,-4.2714,-81.2147,No hotel found
668,San Diego De Los Banos,CU,71.1,broken clouds,22.6467,-83.3697,Hotel Mirador
669,Asfi,MA,61.47,broken clouds,32.2994,-9.2372,Golden Tulip Farah Safi
670,Tshikapa,CD,74.89,overcast clouds,-6.4167,20.8,Hôtel TSHAMUNTU
671,Mineros,BO,68.86,overcast clouds,-17.1167,-63.2333,No hotel found
672,Hibbing,US,4.42,scattered clouds,47.4272,-92.9377,Hibbing Park Hotel
673,Sawakin,SD,85.03,few clouds,19.1059,37.3321,Hotel Halfa
674,Hanyang,CN,42.1,broken clouds,32.1371,105.5126,No hotel found
675,Makubetsu,JP,19.11,broken clouds,45.3714,141.8211,No hotel found
676,Mandurah,AU,68.99,clear sky,-32.55,115.7,Forte Mandurah Quay Resort
